areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2022-09-28,4865,19968866,3634,18700879,1231.0,1267987.0
nation,England,E92000001,2022-09-27,6950,19964001,5117,18697245,1833.0,1266756.0
nation,England,E92000001,2022-09-26,7623,19957051,5542,18692128,2081.0,1264923.0
nation,England,E92000001,2022-09-25,6532,19949428,4802,18686586,1730.0,1262842.0
nation,England,E92000001,2022-09-24,5144,19942896,3884,18681784,1260.0,1261112.0
nation,England,E92000001,2022-09-23,5788,19937752,4376,18677900,1412.0,1259852.0
nation,England,E92000001,2022-09-22,6114,19931964,4504,18673524,1610.0,1258440.0
nation,England,E92000001,2022-09-21,6831,19925850,5001,18669020,1830.0,1256830.0
nation,England,E92000001,2022-09-20,7151,19919019,5128,18664019,2023.0,1255000.0
nation,England,E92000001,2022-09-19,5692,19911868,4012,18658891,1680.0,1252977.0
nation,England,E92000001,2022-09-18,3930,19906176,2875,18654879,1055.0,1251297.0
nation,England,E92000001,2022-09-17,3177,19902246,2377,18652004,800.0,1250242.0
nation,England,E92000001,2022-09-16,3698,19899069,2734,18649627,964.0,1249442.0
nation,England,E92000001,2022-09-15,4170,19895371,3000,18646893,1170.0,1248478.0
nation,England,E92000001,2022-09-14,4401,19891201,3196,18643893,1205.0,1247308.0
nation,England,E92000001,2022-09-13,4554,19886800,3376,18640697,1178.0,1246103.0
nation,England,E92000001,2022-09-12,4676,19882246,3327,18637321,1349.0,1244925.0
nation,England,E92000001,2022-09-11,3868,19877570,2827,18633994,1041.0,1243576.0
nation,England,E92000001,2022-09-10,2854,19873702,2114,18631167,740.0,1242535.0
nation,England,E92000001,2022-09-09,3094,19870848,2320,18629053,774.0,1241795.0
nation,England,E92000001,2022-09-08,3249,19867754,2369,18626733,880.0,1241021.0
nation,England,E92000001,2022-09-07,3742,19864505,2732,18624364,1010.0,1240141.0
nation,England,E92000001,2022-09-06,3930,19860763,2859,18621632,1071.0,1239131.0
nation,England,E92000001,2022-09-05,4382,19856833,3149,18618773,1233.0,1238060.0
nation,England,E92000001,2022-09-04,3759,19852451,2770,18615624,989.0,1236827.0
nation,England,E92000001,2022-09-03,2969,19848692,2210,18612854,759.0,1235838.0
nation,England,E92000001,2022-09-02,3233,19845723,2432,18610644,801.0,1235079.0
nation,England,E92000001,2022-09-01,3761,19842490,2733,18608212,1028.0,1234278.0
nation,England,E92000001,2022-08-31,3964,19838729,2926,18605479,1038.0,1233250.0
nation,England,E92000001,2022-08-30,4473,19834765,3161,18602553,1312.0,1232212.0
nation,England,E92000001,2022-08-29,3936,19830292,2840,18599392,1096.0,1230900.0
nation,England,E92000001,2022-08-28,2881,19826356,2192,18596552,689.0,1229804.0
nation,England,E92000001,2022-08-27,2586,19823475,1963,18594360,623.0,1229115.0
nation,England,E92000001,2022-08-26,2988,19820889,2283,18592397,705.0,1228492.0
nation,England,E92000001,2022-08-25,3251,19817901,2396,18590114,855.0,1227787.0
nation,England,E92000001,2022-08-24,3894,19814650,2889,18587718,1005.0,1226932.0
nation,England,E92000001,2022-08-23,4015,19810756,3005,18584829,1010.0,1225927.0
nation,England,E92000001,2022-08-22,4504,19806741,3322,18581824,1182.0,1224917.0
nation,England,E92000001,2022-08-21,3533,19802237,2604,18578502,929.0,1223735.0
nation,England,E92000001,2022-08-20,2825,19798704,2165,18575898,660.0,1222806.0
nation,England,E92000001,2022-08-19,3313,19795879,2486,18573733,827.0,1222146.0
nation,England,E92000001,2022-08-18,3856,19792566,2870,18571247,986.0,1221319.0
nation,England,E92000001,2022-08-17,4380,19788710,3264,18568377,1116.0,1220333.0
nation,England,E92000001,2022-08-16,4827,19784330,3605,18565113,1222.0,1219217.0
nation,England,E92000001,2022-08-15,5592,19779503,4170,18561508,1422.0,1217995.0
nation,England,E92000001,2022-08-14,4777,19773911,3618,18557338,1159.0,1216573.0
nation,England,E92000001,2022-08-13,3967,19769134,3044,18553720,923.0,1215414.0
nation,England,E92000001,2022-08-12,4773,19765167,3649,18550676,1124.0,1214491.0
nation,England,E92000001,2022-08-11,5441,19760394,4079,18547027,1362.0,1213367.0
nation,England,E92000001,2022-08-10,5986,19754953,4495,18542948,1491.0,1212005.0
nation,England,E92000001,2022-08-09,6459,19748967,4923,18538453,1536.0,1210514.0
nation,England,E92000001,2022-08-08,7222,19742508,5306,18533530,1916.0,1208978.0
nation,England,E92000001,2022-08-07,5896,19735286,4490,18528224,1406.0,1207062.0
nation,England,E92000001,2022-08-06,4850,19729390,3759,18523734,1091.0,1205656.0
nation,England,E92000001,2022-08-05,5858,19724540,4489,18519975,1369.0,1204565.0
nation,England,E92000001,2022-08-04,6518,19718682,4971,18515486,1547.0,1203196.0
nation,England,E92000001,2022-08-03,7410,19712164,5718,18510515,1692.0,1201649.0
nation,England,E92000001,2022-08-02,8159,19704754,6171,18504797,1988.0,1199957.0
nation,England,E92000001,2022-08-01,8812,19696595,6647,18498626,2165.0,1197969.0
nation,England,E92000001,2022-07-31,7666,19687783,5884,18491979,1782.0,1195804.0
nation,England,E92000001,2022-07-30,6611,19680117,5144,18486095,1467.0,1194022.0
nation,England,E92000001,2022-07-29,7581,19673506,5848,18480951,1733.0,1192555.0
nation,England,E92000001,2022-07-28,8334,19665925,6346,18475103,1988.0,1190822.0
nation,England,E92000001,2022-07-27,9430,19657591,7186,18468757,2244.0,1188834.0
nation,England,E92000001,2022-07-26,10478,19648161,8049,18461571,2429.0,1186590.0
nation,England,E92000001,2022-07-25,11926,19637683,9136,18453522,2790.0,1184161.0
nation,England,E92000001,2022-07-24,10213,19625757,7838,18444386,2375.0,1181371.0
nation,England,E92000001,2022-07-23,8905,19615544,6974,18436548,1931.0,1178996.0
nation,England,E92000001,2022-07-22,11175,19606639,8656,18429574,2519.0,1177065.0
nation,England,E92000001,2022-07-21,12788,19595464,9868,18420918,2920.0,1174546.0
nation,England,E92000001,2022-07-20,14535,19582676,11292,18411050,3243.0,1171626.0
nation,England,E92000001,2022-07-19,14863,19568141,11345,18399758,3518.0,1168383.0
nation,England,E92000001,2022-07-18,16915,19553278,12793,18388413,4122.0,1164865.0
nation,England,E92000001,2022-07-17,15701,19536363,12069,18375620,3632.0,1160743.0
nation,England,E92000001,2022-07-16,13671,19520662,10675,18363551,2996.0,1157111.0
nation,England,E92000001,2022-07-15,16625,19506991,12841,18352876,3784.0,1154115.0
nation,England,E92000001,2022-07-14,19340,19490366,14752,18340035,4588.0,1150331.0
nation,England,E92000001,2022-07-13,21640,19471026,16643,18325283,4997.0,1145743.0
nation,England,E92000001,2022-07-12,24372,19449386,18601,18308640,5771.0,1140746.0
nation,England,E92000001,2022-07-11,27196,19425014,20617,18290039,6579.0,1134975.0
nation,England,E92000001,2022-07-10,23037,19397818,17800,18269422,5237.0,1128396.0
nation,England,E92000001,2022-07-09,19351,19374781,15266,18251622,4085.0,1123159.0
nation,England,E92000001,2022-07-08,22169,19355430,17500,18236356,4669.0,1119074.0
nation,England,E92000001,2022-07-07,24048,19333261,18599,18218856,5449.0,1114405.0
nation,England,E92000001,2022-07-06,26728,19309213,20639,18200257,6089.0,1108956.0
nation,England,E92000001,2022-07-05,28115,19282485,21782,18179618,6333.0,1102867.0
nation,England,E92000001,2022-07-04,30382,19254370,23332,18157836,7050.0,1096534.0
nation,England,E92000001,2022-07-03,25170,19223988,19475,18134504,5695.0,1089484.0
nation,England,E92000001,2022-07-02,19589,19198818,15549,18115029,4040.0,1083789.0
nation,England,E92000001,2022-07-01,21059,19179229,16744,18099480,4315.0,1079749.0
nation,England,E92000001,2022-06-30,21505,19158170,16829,18082736,4676.0,1075434.0
nation,England,E92000001,2022-06-29,21720,19136665,17057,18065907,4663.0,1070758.0
nation,England,E92000001,2022-06-28,21868,19114945,17359,18048850,4509.0,1066095.0
nation,England,E92000001,2022-06-27,21896,19093077,17276,18031491,4620.0,1061586.0
nation,England,E92000001,2022-06-26,18035,19071181,14407,18014215,3628.0,1056966.0
nation,England,E92000001,2022-06-25,14472,19053146,11841,17999808,2631.0,1053338.0
nation,England,E92000001,2022-06-24,15622,19038674,12675,17987967,2947.0,1050707.0
nation,England,E92000001,2022-06-23,16696,19023052,13493,17975292,3203.0,1047760.0
nation,England,E92000001,2022-06-22,17760,19006356,14457,17961799,3303.0,1044557.0
nation,England,E92000001,2022-06-21,17529,18988596,14193,17947342,3336.0,1041254.0
nation,England,E92000001,2022-06-20,16918,18971067,13610,17933149,3308.0,1037918.0
nation,England,E92000001,2022-06-19,14521,18954149,11855,17919539,2666.0,1034610.0
nation,England,E92000001,2022-06-18,11636,18939628,9652,17907684,1984.0,1031944.0
nation,England,E92000001,2022-06-17,11640,18927992,9632,17898032,2008.0,1029960.0
nation,England,E92000001,2022-06-16,11911,18916352,9653,17888400,2258.0,1027952.0
nation,England,E92000001,2022-06-15,12386,18904441,10105,17878747,2281.0,1025694.0
nation,England,E92000001,2022-06-14,12660,18892055,10409,17868642,2251.0,1023413.0
nation,England,E92000001,2022-06-13,12955,18879395,10469,17858233,2486.0,1021162.0
nation,England,E92000001,2022-06-12,10716,18866440,8836,17847764,1880.0,1018676.0
nation,England,E92000001,2022-06-11,8466,18855724,7041,17838928,1425.0,1016796.0
nation,England,E92000001,2022-06-10,9154,18847258,7638,17831887,1516.0,1015371.0
nation,England,E92000001,2022-06-09,9584,18838104,7898,17824249,1686.0,1013855.0
nation,England,E92000001,2022-06-08,9954,18828520,8185,17816351,1769.0,1012169.0
nation,England,E92000001,2022-06-07,9481,18818566,7810,17808166,1671.0,1010400.0
nation,England,E92000001,2022-06-06,9799,18809085,8049,17800356,1750.0,1008729.0
nation,England,E92000001,2022-06-05,8351,18799286,6942,17792307,1409.0,1006979.0
nation,England,E92000001,2022-06-04,6277,18790935,5357,17785365,920.0,1005570.0
nation,England,E92000001,2022-06-03,5582,18784658,4791,17780008,791.0,1004650.0
nation,England,E92000001,2022-06-02,5081,18779076,4334,17775217,747.0,1003859.0
nation,England,E92000001,2022-06-01,5713,18773995,4956,17770883,757.0,1003112.0
nation,England,E92000001,2022-05-31,5732,18768282,4902,17765927,830.0,1002355.0
nation,England,E92000001,2022-05-30,5927,18762550,5040,17761025,887.0,1001525.0
nation,England,E92000001,2022-05-29,4686,18756623,3995,17755985,691.0,1000638.0
nation,England,E92000001,2022-05-28,4153,18751937,3561,17751990,592.0,999947.0
nation,England,E92000001,2022-05-27,4492,18747784,3825,17748429,667.0,999355.0
nation,England,E92000001,2022-05-26,4818,18743292,4000,17744604,818.0,998688.0
nation,England,E92000001,2022-05-25,5188,18738474,4303,17740604,885.0,997870.0
nation,England,E92000001,2022-05-24,5593,18733286,4648,17736301,945.0,996985.0
nation,England,E92000001,2022-05-23,6247,18727693,5123,17731653,1124.0,996040.0
nation,England,E92000001,2022-05-22,5151,18721446,4345,17726530,806.0,994916.0
nation,England,E92000001,2022-05-21,4243,18716295,3589,17722185,654.0,994110.0
nation,England,E92000001,2022-05-20,5047,18712052,4238,17718596,809.0,993456.0
nation,England,E92000001,2022-05-19,5783,18707005,4731,17714358,1052.0,992647.0
nation,England,E92000001,2022-05-18,6390,18701222,5315,17709627,1075.0,991595.0
nation,England,E92000001,2022-05-17,6831,18694832,5676,17704312,1155.0,990520.0
nation,England,E92000001,2022-05-16,7883,18688001,6453,17698636,1430.0,989365.0
nation,England,E92000001,2022-05-15,6730,18680118,5637,17692183,1093.0,987935.0
nation,England,E92000001,2022-05-14,5139,18673388,4312,17686546,827.0,986842.0
nation,England,E92000001,2022-05-13,5790,18668249,4902,17682234,888.0,986015.0
nation,England,E92000001,2022-05-12,6374,18662459,5340,17677332,1034.0,985127.0
nation,England,E92000001,2022-05-11,7262,18656085,6062,17671992,1200.0,984093.0
nation,England,E92000001,2022-05-10,8151,18648823,6772,17665930,1379.0,982893.0
nation,England,E92000001,2022-05-09,8868,18640672,7324,17659158,1544.0,981514.0
nation,England,E92000001,2022-05-08,7664,18631804,6417,17651834,1247.0,979970.0
nation,England,E92000001,2022-05-07,6353,18624140,5445,17645417,908.0,978723.0
nation,England,E92000001,2022-05-06,7509,18617787,6365,17639972,1144.0,977815.0
nation,England,E92000001,2022-05-05,8582,18610278,7205,17633607,1377.0,976671.0
nation,England,E92000001,2022-05-04,9775,18601696,8234,17626402,1541.0,975294.0
nation,England,E92000001,2022-05-03,11149,18591921,9301,17618168,1848.0,973753.0
nation,England,E92000001,2022-05-02,10327,18580772,8728,17608867,1599.0,971905.0
nation,England,E92000001,2022-05-01,7718,18570445,6638,17600139,1080.0,970306.0
nation,England,E92000001,2022-04-30,6864,18562727,5945,17593501,919.0,969226.0
nation,England,E92000001,2022-04-29,7987,18555863,6855,17587556,1132.0,968307.0
nation,England,E92000001,2022-04-28,9048,18547876,7712,17580701,1336.0,967175.0
nation,England,E92000001,2022-04-27,10116,18538828,8627,17572989,1489.0,965839.0
nation,England,E92000001,2022-04-26,11292,18528712,9633,17564362,1659.0,964350.0
nation,England,E92000001,2022-04-25,13395,18517420,11277,17554729,2118.0,962691.0
nation,England,E92000001,2022-04-24,11867,18504025,10248,17543452,1619.0,960573.0
nation,England,E92000001,2022-04-23,10570,18492158,9261,17533204,1309.0,958954.0
nation,England,E92000001,2022-04-22,12519,18481588,10848,17523943,1671.0,957645.0
nation,England,E92000001,2022-04-21,14518,18469069,12569,17513095,1949.0,955974.0
nation,England,E92000001,2022-04-20,16963,18454551,14762,17500526,2201.0,954025.0
nation,England,E92000001,2022-04-19,20591,18437588,17774,17485764,2817.0,951824.0
nation,England,E92000001,2022-04-18,20561,18416997,17869,17467990,2692.0,949007.0
nation,England,E92000001,2022-04-17,16261,18396436,14389,17450121,1872.0,946315.0
nation,England,E92000001,2022-04-16,16087,18380175,14358,17435732,1729.0,944443.0
nation,England,E92000001,2022-04-15,17301,18364088,15377,17421374,1924.0,942714.0
nation,England,E92000001,2022-04-14,21434,18346787,18974,17405997,2460.0,940790.0
nation,England,E92000001,2022-04-13,25506,18325353,22617,17387023,2889.0,938330.0
nation,England,E92000001,2022-04-12,27380,18299847,24176,17364406,3204.0,935441.0
nation,England,E92000001,2022-04-11,30597,18272467,26941,17340230,3656.0,932237.0
nation,England,E92000001,2022-04-10,25637,18241870,22867,17313289,2770.0,928581.0
nation,England,E92000001,2022-04-09,23010,18216233,20505,17290422,2505.0,925811.0
nation,England,E92000001,2022-04-08,27388,18193223,24305,17269917,3083.0,923306.0
nation,England,E92000001,2022-04-07,31745,18165835,27979,17245612,3766.0,920223.0
nation,England,E92000001,2022-04-06,36886,18134090,32597,17217633,4289.0,916457.0
nation,England,E92000001,2022-04-05,40395,18097204,35751,17185036,4644.0,912168.0
nation,England,E92000001,2022-04-04,45132,18056809,39800,17149285,5332.0,907524.0
nation,England,E92000001,2022-04-03,35600,18011677,31739,17109485,3861.0,902192.0
nation,England,E92000001,2022-04-02,31604,17976077,28256,17077746,3348.0,898331.0
nation,England,E92000001,2022-04-01,40343,17944473,35906,17049490,4437.0,894983.0
nation,England,E92000001,2022-03-31,45873,17904130,40703,17013584,5170.0,890546.0
nation,England,E92000001,2022-03-30,62747,17858257,55344,16972881,7403.0,885376.0
nation,England,E92000001,2022-03-29,67443,17795510,59381,16917537,8062.0,877973.0
nation,England,E92000001,2022-03-28,78903,17728067,69228,16858156,9675.0,869911.0
nation,England,E92000001,2022-03-27,57999,17649164,51347,16788928,6652.0,860236.0
nation,England,E92000001,2022-03-26,51773,17591165,46256,16737581,5517.0,853584.0
nation,England,E92000001,2022-03-25,60256,17539392,53549,16691325,6707.0,848067.0
nation,England,E92000001,2022-03-24,68601,17479136,60939,16637776,7662.0,841360.0
nation,England,E92000001,2022-03-23,77594,17410535,68841,16576837,8753.0,833698.0
nation,England,E92000001,2022-03-22,81847,17332941,72559,16507996,9288.0,824945.0
nation,England,E92000001,2022-03-21,89905,17251094,79357,16435437,10548.0,815657.0
nation,England,E92000001,2022-03-20,66902,17161189,59475,16356080,7427.0,805109.0
nation,England,E92000001,2022-03-19,55211,17094287,49582,16296605,5629.0,797682.0
nation,England,E92000001,2022-03-18,61903,17039076,55417,16247023,6486.0,792053.0
nation,England,E92000001,2022-03-17,67684,16977173,60469,16191606,7215.0,785567.0
nation,England,E92000001,2022-03-16,73955,16909489,66034,16131137,7921.0,778352.0
nation,England,E92000001,2022-03-15,74100,16835534,66267,16065103,7833.0,770431.0
nation,England,E92000001,2022-03-14,79517,16761434,70930,15998836,8587.0,762598.0
nation,England,E92000001,2022-03-13,60265,16681917,53982,15927906,6283.0,754011.0
nation,England,E92000001,2022-03-12,49154,16621652,44258,15873924,4896.0,747728.0
nation,England,E92000001,2022-03-11,52270,16572498,47064,15829666,5206.0,742832.0
nation,England,E92000001,2022-03-10,54293,16520228,48769,15782602,5524.0,737626.0
nation,England,E92000001,2022-03-09,55489,16465935,49874,15733833,5615.0,732102.0
nation,England,E92000001,2022-03-08,52340,16410446,47055,15683959,5285.0,726487.0
nation,England,E92000001,2022-03-07,50984,16358106,45550,15636904,5434.0,721202.0
nation,England,E92000001,2022-03-06,35912,16307122,32400,15591354,3512.0,715768.0
nation,England,E92000001,2022-03-05,28504,16271210,25907,15558954,2597.0,712256.0
nation,England,E92000001,2022-03-04,30605,16242706,27716,15533047,2889.0,709659.0
nation,England,E92000001,2022-03-03,31533,16212101,28490,15505331,3043.0,706770.0
nation,England,E92000001,2022-03-02,33360,16180568,30085,15476841,3275.0,703727.0
nation,England,E92000001,2022-03-01,31857,16147208,28981,15446756,2876.0,700452.0
nation,England,E92000001,2022-02-28,31858,16115351,28808,15417775,3050.0,697576.0
nation,England,E92000001,2022-02-27,22165,16083493,20134,15388967,2031.0,694526.0
nation,England,E92000001,2022-02-26,17601,16061328,16124,15368833,1477.0,692495.0
nation,England,E92000001,2022-02-25,19532,16043727,17766,15352709,1766.0,691018.0
nation,England,E92000001,2022-02-24,21883,16024195,19801,15334943,2082.0,689252.0
nation,England,E92000001,2022-02-23,26008,16002312,23618,15315142,2390.0,687170.0
nation,England,E92000001,2022-02-22,28018,15976304,25329,15291524,2689.0,684780.0
nation,England,E92000001,2022-02-21,33030,15948286,29910,15266195,3120.0,682091.0
nation,England,E92000001,2022-02-20,28408,15915256,25901,15236285,2507.0,678971.0
nation,England,E92000001,2022-02-19,26430,15886848,24157,15210384,2273.0,676464.0
nation,England,E92000001,2022-02-18,24922,15860418,22665,15186227,2257.0,674191.0
nation,England,E92000001,2022-02-17,34168,15835496,30958,15163562,3210.0,671934.0
nation,England,E92000001,2022-02-16,39443,15801328,35726,15132604,3717.0,668724.0
nation,England,E92000001,2022-02-15,40144,15761885,36338,15096878,3806.0,665007.0
nation,England,E92000001,2022-02-14,42491,15721741,38431,15060540,4060.0,661201.0
nation,England,E92000001,2022-02-13,32326,15679250,29342,15022109,2984.0,657141.0
nation,England,E92000001,2022-02-12,29140,15646924,26639,14992767,2501.0,654157.0
nation,England,E92000001,2022-02-11,34942,15617784,31724,14966128,3218.0,651656.0
nation,England,E92000001,2022-02-10,41331,15582842,37253,14934404,4078.0,648438.0
nation,England,E92000001,2022-02-09,51015,15541511,45962,14897151,5053.0,644360.0
nation,England,E92000001,2022-02-08,55437,15490496,49986,14851189,5451.0,639307.0
nation,England,E92000001,2022-02-07,62672,15435059,56298,14801203,6374.0,633856.0
nation,England,E92000001,2022-02-06,50143,15372387,45154,14744905,4989.0,627482.0
nation,England,E92000001,2022-02-05,43233,15322244,39305,14699751,3928.0,622493.0
nation,England,E92000001,2022-02-04,52556,15279011,47717,14660446,4839.0,618565.0
nation,England,E92000001,2022-02-03,64031,15226455,57738,14612729,6293.0,613726.0
nation,England,E92000001,2022-02-02,73907,15162424,66617,14554991,7290.0,607433.0
nation,England,E92000001,2022-02-01,78512,15088517,70498,14488374,8014.0,600143.0
nation,England,E92000001,2022-01-31,88500,15010005,79481,14417876,9019.0,592129.0
nation,England,E92000001,2022-01-30,74976,14921505,67584,14338395,7392.0,583110.0
nation,England,E92000001,2022-01-29,63018,14846529,57273,14270811,5745.0,575718.0
nation,England,E92000001,2022-01-28,71682,14783511,64864,14213538,6818.0,569973.0
nation,England,E92000001,2022-01-27,82727,14711829,74669,14148674,8058.0,563155.0
nation,England,E92000001,2022-01-26,93211,14629102,83994,14074005,9217.0,555097.0
nation,England,E92000001,2022-01-25,96954,14535891,87344,13990011,9610.0,545880.0
nation,England,E92000001,2022-01-24,109233,14438937,98278,13902667,10955.0,536270.0
nation,England,E92000001,2022-01-23,88557,14329704,80098,13804389,8459.0,525315.0
nation,England,E92000001,2022-01-22,70483,14241147,64190,13724291,6293.0,516856.0
nation,England,E92000001,2022-01-21,79172,14170664,71810,13660101,7362.0,510563.0
nation,England,E92000001,2022-01-20,86952,14091492,78895,13588291,8057.0,503201.0
nation,England,E92000001,2022-01-19,97333,14004540,88151,13509396,9182.0,495144.0
nation,England,E92000001,2022-01-18,103308,13907207,93489,13421245,9819.0,485962.0
nation,England,E92000001,2022-01-17,114776,13803899,103816,13327756,10960.0,476143.0
nation,England,E92000001,2022-01-16,85596,13689123,77692,13223940,7904.0,465183.0
nation,England,E92000001,2022-01-15,67819,13603527,62052,13146248,5767.0,457279.0
nation,England,E92000001,2022-01-14,75174,13535708,68447,13084196,6727.0,451512.0
nation,England,E92000001,2022-01-13,84132,13460534,76293,13015749,7839.0,444785.0
nation,England,E92000001,2022-01-12,90002,13376402,81440,12939456,8562.0,436946.0
nation,England,E92000001,2022-01-11,100978,13286400,91495,12858016,9483.0,428384.0
nation,England,E92000001,2022-01-10,116341,13185422,105280,12766521,11061.0,418901.0
nation,England,E92000001,2022-01-09,83079,13069081,75304,12661241,7775.0,407840.0
nation,England,E92000001,2022-01-08,81218,12986002,73716,12585937,7502.0,400065.0
nation,England,E92000001,2022-01-07,105081,12904784,94766,12512221,10315.0,392563.0
nation,England,E92000001,2022-01-06,150786,12799703,134876,12417455,15910.0,382248.0
nation,England,E92000001,2022-01-05,183794,12648917,164541,12282579,19253.0,366338.0
nation,England,E92000001,2022-01-04,234873,12465123,210589,12118038,24284.0,347085.0
nation,England,E92000001,2022-01-03,193612,12230250,173522,11907449,20090.0,322801.0
nation,England,E92000001,2022-01-02,148606,12036638,133956,11733927,14650.0,302711.0
nation,England,E92000001,2022-01-01,99297,11888032,90299,11599971,8998.0,288061.0
nation,England,E92000001,2021-12-31,152884,11788735,138925,11509672,13959.0,279063.0
nation,England,E92000001,2021-12-30,192822,11635851,175034,11370747,17788.0,265104.0
nation,England,E92000001,2021-12-29,224025,11443029,204425,11195713,19600.0,247316.0
nation,England,E92000001,2021-12-28,170580,11219004,155661,10991288,14919.0,227716.0
nation,England,E92000001,2021-12-27,155564,11048424,142560,10835627,13004.0,212797.0
nation,England,E92000001,2021-12-26,98906,10892860,91192,10693067,7714.0,199793.0
nation,England,E92000001,2021-12-25,59912,10793954,55562,10601875,4350.0,192079.0
nation,England,E92000001,2021-12-24,117562,10734042,108028,10546313,9534.0,187729.0
nation,England,E92000001,2021-12-23,137022,10616480,125446,10438285,11576.0,178195.0
nation,England,E92000001,2021-12-22,138142,10479458,126489,10312839,11653.0,166619.0
nation,England,E92000001,2021-12-21,129598,10341316,119020,10186350,10578.0,154966.0
nation,England,E92000001,2021-12-20,117577,10211718,108417,10067330,9160.0,144388.0
nation,England,E92000001,2021-12-19,78493,10094141,72709,9958913,5784.0,135228.0
nation,England,E92000001,2021-12-18,78930,10015648,73210,9886204,5720.0,129444.0
nation,England,E92000001,2021-12-17,84949,9936718,78631,9812994,6318.0,123724.0
nation,England,E92000001,2021-12-16,93798,9851769,86924,9734363,6874.0,117406.0
nation,England,E92000001,2021-12-15,99651,9757971,92591,9647439,7060.0,110532.0
nation,England,E92000001,2021-12-14,90715,9658320,84771,9554848,5944.0,103472.0
nation,England,E92000001,2021-12-13,76508,9567605,72510,9470077,3998.0,97528.0
nation,England,E92000001,2021-12-12,46366,9491097,44506,9397567,1860.0,93530.0
nation,England,E92000001,2021-12-11,41940,9444731,40517,9353061,1423.0,91670.0
nation,England,E92000001,2021-12-10,45017,9402791,43538,9312544,1479.0,90247.0
nation,England,E92000001,2021-12-09,48816,9357774,47247,9269006,1569.0,88768.0
