areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2021-12-08,50057,9308958,48589,9221759,1468.0,87199.0
nation,England,E92000001,2021-12-07,48140,9258901,46898,9173170,1242.0,85731.0
nation,England,E92000001,2021-12-06,51121,9210761,49977,9126272,1144.0,84489.0
nation,England,E92000001,2021-12-05,35037,9159640,34455,9076295,582.0,83345.0
nation,England,E92000001,2021-12-04,33378,9124603,32835,9041840,543.0,82763.0
nation,England,E92000001,2021-12-03,39222,9091225,38624,9009005,598.0,82220.0
nation,England,E92000001,2021-12-02,43046,9052003,42394,8970381,652.0,81622.0
nation,England,E92000001,2021-12-01,47262,9008957,46561,8927987,701.0,80970.0
nation,England,E92000001,2021-11-30,47631,8961695,46945,8881426,686.0,80269.0
nation,England,E92000001,2021-11-29,47940,8914064,47192,8834481,748.0,79583.0
nation,England,E92000001,2021-11-28,33855,8866124,33398,8787289,457.0,78835.0
nation,England,E92000001,2021-11-27,28456,8832269,28077,8753891,379.0,78378.0
nation,England,E92000001,2021-11-26,33665,8803813,33212,8725814,453.0,77999.0
nation,England,E92000001,2021-11-25,37142,8770148,36587,8692602,555.0,77546.0
nation,England,E92000001,2021-11-24,39880,8733006,39314,8656015,566.0,76991.0
nation,England,E92000001,2021-11-23,41015,8693126,40483,8616701,532.0,76425.0
nation,England,E92000001,2021-11-22,42869,8652111,42310,8576218,559.0,75893.0
nation,England,E92000001,2021-11-21,31763,8609242,31360,8533908,403.0,75334.0
nation,England,E92000001,2021-11-20,29868,8577479,29498,8502548,370.0,74931.0
nation,England,E92000001,2021-11-19,33186,8547611,32774,8473050,412.0,74561.0
nation,England,E92000001,2021-11-18,37098,8514425,36606,8440276,492.0,74149.0
nation,England,E92000001,2021-11-17,38256,8477327,37770,8403670,486.0,73657.0
nation,England,E92000001,2021-11-16,38655,8439071,38111,8365900,544.0,73171.0
nation,England,E92000001,2021-11-15,42478,8400416,41892,8327789,586.0,72627.0
nation,England,E92000001,2021-11-14,29597,8357938,29239,8285897,358.0,72041.0
nation,England,E92000001,2021-11-13,27356,8328341,27040,8256658,316.0,71683.0
nation,England,E92000001,2021-11-12,31339,8300985,30920,8229618,419.0,71367.0
nation,England,E92000001,2021-11-11,33700,8269646,33234,8198698,466.0,70948.0
nation,England,E92000001,2021-11-10,35390,8235946,34911,8165464,479.0,70482.0
nation,England,E92000001,2021-11-09,34679,8200556,34204,8130553,475.0,70003.0
nation,England,E92000001,2021-11-08,36140,8165877,35609,8096349,531.0,69528.0
nation,England,E92000001,2021-11-07,25447,8129737,25107,8060740,340.0,68997.0
nation,England,E92000001,2021-11-06,22581,8104290,22280,8035633,301.0,68657.0
nation,England,E92000001,2021-11-05,24405,8081709,24039,8013353,366.0,68356.0
nation,England,E92000001,2021-11-04,27378,8057304,27032,7989314,346.0,67990.0
nation,England,E92000001,2021-11-03,29396,8029926,29014,7962282,382.0,67644.0
nation,England,E92000001,2021-11-02,31328,8000530,30911,7933268,417.0,67262.0
nation,England,E92000001,2021-11-01,37663,7969202,37115,7902357,548.0,66845.0
nation,England,E92000001,2021-10-31,29564,7931539,29166,7865242,398.0,66297.0
nation,England,E92000001,2021-10-30,28243,7901975,27952,7836076,291.0,65899.0
nation,England,E92000001,2021-10-29,33995,7873732,33562,7808124,433.0,65608.0
nation,England,E92000001,2021-10-28,35077,7839737,34647,7774562,430.0,65175.0
nation,England,E92000001,2021-10-27,36524,7804660,36100,7739915,424.0,64745.0
nation,England,E92000001,2021-10-26,35276,7768136,34861,7703815,415.0,64321.0
nation,England,E92000001,2021-10-25,39957,7732860,39459,7668954,498.0,63906.0
nation,England,E92000001,2021-10-24,30092,7692903,29748,7629495,344.0,63408.0
nation,England,E92000001,2021-10-23,29747,7662811,29419,7599747,328.0,63064.0
nation,England,E92000001,2021-10-22,34507,7633064,34088,7570328,419.0,62736.0
nation,England,E92000001,2021-10-21,38580,7598557,38112,7536240,468.0,62317.0
nation,England,E92000001,2021-10-20,43963,7559977,43482,7498128,481.0,61849.0
nation,England,E92000001,2021-10-19,44630,7516014,44105,7454646,525.0,61368.0
nation,England,E92000001,2021-10-18,49257,7471384,48654,7410541,603.0,60843.0
nation,England,E92000001,2021-10-17,37502,7422127,37121,7361887,381.0,60240.0
nation,England,E92000001,2021-10-16,31639,7384625,31301,7324766,338.0,59859.0
nation,England,E92000001,2021-10-15,36631,7352986,36254,7293465,377.0,59521.0
nation,England,E92000001,2021-10-14,39263,7316355,38782,7257211,481.0,59144.0
nation,England,E92000001,2021-10-13,40545,7277092,40094,7218429,451.0,58663.0
nation,England,E92000001,2021-10-12,40892,7236547,40395,7178335,497.0,58212.0
nation,England,E92000001,2021-10-11,43115,7195655,42656,7137940,459.0,57715.0
nation,England,E92000001,2021-10-10,31499,7152540,31160,7095284,339.0,57256.0
nation,England,E92000001,2021-10-09,27180,7121041,26865,7064124,315.0,56917.0
nation,England,E92000001,2021-10-08,29848,7093861,29495,7037259,353.0,56602.0
nation,England,E92000001,2021-10-07,32158,7064013,31790,7007764,368.0,56249.0
nation,England,E92000001,2021-10-06,32547,7031855,32176,6975974,371.0,55881.0
nation,England,E92000001,2021-10-05,32268,6999308,31874,6943798,394.0,55510.0
nation,England,E92000001,2021-10-04,36476,6967040,36086,6911924,390.0,55116.0
nation,England,E92000001,2021-10-03,27137,6930564,26847,6875838,290.0,54726.0
nation,England,E92000001,2021-10-02,21873,6903427,21655,6848991,218.0,54436.0
nation,England,E92000001,2021-10-01,24134,6881554,23857,6827336,277.0,54218.0
nation,England,E92000001,2021-09-30,26809,6857420,26504,6803479,305.0,53941.0
nation,England,E92000001,2021-09-29,28688,6830611,28378,6776975,310.0,53636.0
nation,England,E92000001,2021-09-28,29627,6801923,29265,6748597,362.0,53326.0
nation,England,E92000001,2021-09-27,34595,6772296,34165,6719332,430.0,52964.0
nation,England,E92000001,2021-09-26,26814,6737701,26477,6685167,337.0,52534.0
nation,England,E92000001,2021-09-25,23389,6710887,23118,6658690,271.0,52197.0
nation,England,E92000001,2021-09-24,25755,6687498,25427,6635572,328.0,51926.0
nation,England,E92000001,2021-09-23,28340,6661743,27940,6610145,400.0,51598.0
nation,England,E92000001,2021-09-22,28789,6633403,28435,6582205,354.0,51198.0
nation,England,E92000001,2021-09-21,30547,6604614,30181,6553770,366.0,50844.0
nation,England,E92000001,2021-09-20,32121,6574067,31714,6523589,407.0,50478.0
nation,England,E92000001,2021-09-19,24789,6541946,24479,6491875,310.0,50071.0
nation,England,E92000001,2021-09-18,20926,6517157,20672,6467396,254.0,49761.0
nation,England,E92000001,2021-09-17,22375,6496231,22113,6446724,262.0,49507.0
nation,England,E92000001,2021-09-16,22319,6473856,22040,6424611,279.0,49245.0
nation,England,E92000001,2021-09-15,22414,6451537,22148,6402571,266.0,48966.0
nation,England,E92000001,2021-09-14,22640,6429123,22343,6380423,297.0,48700.0
nation,England,E92000001,2021-09-13,25199,6406483,24869,6358080,330.0,48403.0
nation,England,E92000001,2021-09-12,17879,6381284,17643,6333211,236.0,48073.0
nation,England,E92000001,2021-09-11,16956,6363405,16740,6315568,216.0,47837.0
nation,England,E92000001,2021-09-10,21031,6346449,20736,6298828,295.0,47621.0
nation,England,E92000001,2021-09-09,24440,6325418,24122,6278092,318.0,47326.0
nation,England,E92000001,2021-09-08,25659,6300978,25270,6253970,389.0,47008.0
nation,England,E92000001,2021-09-07,27938,6275319,27585,6228700,353.0,46619.0
nation,England,E92000001,2021-09-06,33135,6247381,32685,6201115,450.0,46266.0
nation,England,E92000001,2021-09-05,23457,6214246,23160,6168430,297.0,45816.0
nation,England,E92000001,2021-09-04,23409,6190789,23140,6145270,269.0,45519.0
nation,England,E92000001,2021-09-03,28727,6167380,28365,6122130,362.0,45250.0
nation,England,E92000001,2021-09-02,30637,6138653,30230,6093765,407.0,44888.0
nation,England,E92000001,2021-09-01,31600,6108016,31216,6063535,384.0,44481.0
nation,England,E92000001,2021-08-31,33565,6076416,33122,6032319,443.0,44097.0
nation,England,E92000001,2021-08-30,24972,6042851,24647,5999197,325.0,43654.0
nation,England,E92000001,2021-08-29,19151,6017879,18908,5974550,243.0,43329.0
nation,England,E92000001,2021-08-28,20136,5998728,19901,5955642,235.0,43086.0
nation,England,E92000001,2021-08-27,24251,5978592,23952,5935741,299.0,42851.0
nation,England,E92000001,2021-08-26,26482,5954341,26116,5911789,366.0,42552.0
nation,England,E92000001,2021-08-25,27901,5927859,27545,5885673,356.0,42186.0
nation,England,E92000001,2021-08-24,28212,5899958,27836,5858128,376.0,41830.0
nation,England,E92000001,2021-08-23,30333,5871746,29948,5830292,385.0,41454.0
nation,England,E92000001,2021-08-22,22409,5841413,22157,5800344,252.0,41069.0
nation,England,E92000001,2021-08-21,22602,5819004,22340,5778187,262.0,40817.0
nation,England,E92000001,2021-08-20,25555,5796402,25234,5755847,321.0,40555.0
nation,England,E92000001,2021-08-19,29080,5770847,28676,5730613,404.0,40234.0
nation,England,E92000001,2021-08-18,31426,5741767,30979,5701937,447.0,39830.0
nation,England,E92000001,2021-08-17,31094,5710341,30625,5670958,469.0,39383.0
nation,England,E92000001,2021-08-16,30860,5679247,30423,5640333,437.0,38914.0
nation,England,E92000001,2021-08-15,21279,5648387,21018,5609910,261.0,38477.0
nation,England,E92000001,2021-08-14,21336,5627108,21103,5588892,233.0,38216.0
nation,England,E92000001,2021-08-13,24991,5605772,24670,5567789,321.0,37983.0
nation,England,E92000001,2021-08-12,27690,5580781,27304,5543119,386.0,37662.0
nation,England,E92000001,2021-08-11,29134,5553091,28778,5515815,356.0,37276.0
nation,England,E92000001,2021-08-10,27610,5523957,27216,5487037,394.0,36920.0
nation,England,E92000001,2021-08-09,28292,5496347,27877,5459821,415.0,36526.0
nation,England,E92000001,2021-08-08,20157,5468055,19901,5431944,256.0,36111.0
nation,England,E92000001,2021-08-07,19957,5447898,19678,5412043,279.0,35855.0
nation,England,E92000001,2021-08-06,24852,5427941,24500,5392365,352.0,35576.0
nation,England,E92000001,2021-08-05,28125,5403089,27757,5367865,368.0,35224.0
nation,England,E92000001,2021-08-04,28895,5374964,28499,5340108,396.0,34856.0
nation,England,E92000001,2021-08-03,27061,5346069,26696,5311609,365.0,34460.0
nation,England,E92000001,2021-08-02,26580,5319008,26198,5284913,382.0,34095.0
nation,England,E92000001,2021-08-01,18714,5292428,18472,5258715,242.0,33713.0
nation,England,E92000001,2021-07-31,18449,5273714,18172,5240243,277.0,33471.0
nation,England,E92000001,2021-07-30,22109,5255265,21788,5222071,321.0,33194.0
nation,England,E92000001,2021-07-29,25361,5233156,25012,5200283,349.0,32873.0
nation,England,E92000001,2021-07-28,26925,5207795,26568,5175271,357.0,32524.0
nation,England,E92000001,2021-07-27,26026,5180870,25650,5148703,376.0,32167.0
nation,England,E92000001,2021-07-26,26540,5154844,26173,5123053,367.0,31791.0
nation,England,E92000001,2021-07-25,19657,5128304,19405,5096880,252.0,31424.0
nation,England,E92000001,2021-07-24,20276,5108647,20013,5077475,263.0,31172.0
nation,England,E92000001,2021-07-23,24586,5088371,24280,5057462,306.0,30909.0
nation,England,E92000001,2021-07-22,27711,5063785,27382,5033182,329.0,30603.0
nation,England,E92000001,2021-07-21,31676,5036074,31292,5005800,384.0,30274.0
nation,England,E92000001,2021-07-20,35948,5004398,35418,4974508,530.0,29890.0
nation,England,E92000001,2021-07-19,43401,4968450,42819,4939090,582.0,29360.0
nation,England,E92000001,2021-07-18,33163,4925049,32765,4896271,398.0,28778.0
nation,England,E92000001,2021-07-17,35280,4891886,34904,4863506,376.0,28380.0
nation,England,E92000001,2021-07-16,51137,4856606,50518,4828602,619.0,28004.0
nation,England,E92000001,2021-07-15,57583,4805469,56823,4778084,760.0,27385.0
nation,England,E92000001,2021-07-14,50319,4747886,49652,4721261,667.0,26625.0
nation,England,E92000001,2021-07-13,43246,4697567,42656,4671609,590.0,25958.0
nation,England,E92000001,2021-07-12,40478,4654321,39958,4628953,520.0,25368.0
nation,England,E92000001,2021-07-11,27418,4613843,27133,4588995,285.0,24848.0
nation,England,E92000001,2021-07-10,25411,4586425,25117,4561862,294.0,24563.0
nation,England,E92000001,2021-07-09,29049,4561014,28692,4536745,357.0,24269.0
nation,England,E92000001,2021-07-08,29925,4531965,29534,4508053,391.0,23912.0
nation,England,E92000001,2021-07-07,34274,4502040,33813,4478519,461.0,23521.0
nation,England,E92000001,2021-07-06,31627,4467766,31200,4444706,427.0,23060.0
nation,England,E92000001,2021-07-05,30215,4436139,29762,4413506,453.0,22633.0
nation,England,E92000001,2021-07-04,21806,4405924,21525,4383744,281.0,22180.0
nation,England,E92000001,2021-07-03,20638,4384118,20365,4362219,273.0,21899.0
nation,England,E92000001,2021-07-02,22288,4363480,21956,4341854,332.0,21626.0
nation,England,E92000001,2021-07-01,24267,4341192,23840,4319898,427.0,21294.0
nation,England,E92000001,2021-06-30,23941,4316925,23593,4296058,348.0,20867.0
nation,England,E92000001,2021-06-29,23250,4292984,22881,4272465,369.0,20519.0
nation,England,E92000001,2021-06-28,23511,4269734,23077,4249584,434.0,20150.0
nation,England,E92000001,2021-06-27,15407,4246223,15150,4226507,257.0,19716.0
nation,England,E92000001,2021-06-26,13486,4230816,13273,4211357,213.0,19459.0
nation,England,E92000001,2021-06-25,14901,4217330,14626,4198084,275.0,19246.0
nation,England,E92000001,2021-06-24,15082,4202429,14813,4183458,269.0,18971.0
nation,England,E92000001,2021-06-23,14805,4187347,14523,4168645,282.0,18702.0
nation,England,E92000001,2021-06-22,13564,4172542,13316,4154122,248.0,18420.0
nation,England,E92000001,2021-06-21,12706,4158978,12485,4140806,221.0,18172.0
nation,England,E92000001,2021-06-20,8204,4146272,8066,4128321,138.0,17951.0
nation,England,E92000001,2021-06-19,7126,4138068,6989,4120255,137.0,17813.0
nation,England,E92000001,2021-06-18,8772,4130942,8565,4113266,207.0,17676.0
nation,England,E92000001,2021-06-17,9523,4122170,9293,4104701,230.0,17469.0
nation,England,E92000001,2021-06-16,9411,4112647,9240,4095408,171.0,17239.0
nation,England,E92000001,2021-06-15,9149,4103236,8931,4086168,218.0,17068.0
nation,England,E92000001,2021-06-14,8941,4094087,8766,4077237,175.0,16850.0
nation,England,E92000001,2021-06-13,6075,4085146,5957,4068471,118.0,16675.0
nation,England,E92000001,2021-06-12,5422,4079071,5310,4062514,112.0,16557.0
nation,England,E92000001,2021-06-11,6510,4073649,6375,4057204,135.0,16445.0
nation,England,E92000001,2021-06-10,6717,4067139,6582,4050829,135.0,16310.0
nation,England,E92000001,2021-06-09,6919,4060422,6794,4044247,125.0,16175.0
nation,England,E92000001,2021-06-08,6630,4053503,6476,4037453,154.0,16050.0
nation,England,E92000001,2021-06-07,6790,4046873,6648,4030977,142.0,15896.0
nation,England,E92000001,2021-06-06,4729,4040083,4640,4024329,89.0,15754.0
nation,England,E92000001,2021-06-05,3964,4035354,3909,4019689,55.0,15665.0
nation,England,E92000001,2021-06-04,4885,4031390,4797,4015780,88.0,15610.0
nation,England,E92000001,2021-06-03,5129,4026505,5017,4010983,112.0,15522.0
nation,England,E92000001,2021-06-02,5039,4021376,4952,4005966,87.0,15410.0
nation,England,E92000001,2021-06-01,4515,4016337,4391,4001014,124.0,15323.0
nation,England,E92000001,2021-05-31,3170,4011822,3089,3996623,81.0,15199.0
nation,England,E92000001,2021-05-30,2598,4008652,2551,3993534,47.0,15118.0
nation,England,E92000001,2021-05-29,2462,4006054,2420,3990983,42.0,15071.0
nation,England,E92000001,2021-05-28,2929,4003592,2853,3988563,76.0,15029.0
nation,England,E92000001,2021-05-27,3075,4000663,2990,3985710,85.0,14953.0
nation,England,E92000001,2021-05-26,3178,3997588,3098,3982720,80.0,14868.0
nation,England,E92000001,2021-05-25,2797,3994410,2712,3979622,85.0,14788.0
nation,England,E92000001,2021-05-24,2749,3991613,2658,3976910,91.0,14703.0
nation,England,E92000001,2021-05-23,1918,3988864,1863,3974252,55.0,14612.0
nation,England,E92000001,2021-05-22,1606,3986946,1554,3972389,52.0,14557.0
nation,England,E92000001,2021-05-21,1870,3985340,1820,3970835,50.0,14505.0
nation,England,E92000001,2021-05-20,2000,3983470,1934,3969015,66.0,14455.0
nation,England,E92000001,2021-05-19,2260,3981470,2193,3967081,67.0,14389.0
nation,England,E92000001,2021-05-18,2241,3979210,2165,3964888,76.0,14322.0
nation,England,E92000001,2021-05-17,2341,3976969,2264,3962723,77.0,14246.0
nation,England,E92000001,2021-05-16,1586,3974628,1541,3960459,45.0,14169.0
nation,England,E92000001,2021-05-15,1304,3973042,1269,3958918,35.0,14124.0
nation,England,E92000001,2021-05-14,1538,3971738,1480,3957649,58.0,14089.0
nation,England,E92000001,2021-05-13,1737,3970200,1679,3956169,58.0,14031.0
nation,England,E92000001,2021-05-12,1868,3968463,1797,3954490,71.0,13973.0
nation,England,E92000001,2021-05-11,1871,3966595,1805,3952693,66.0,13902.0
nation,England,E92000001,2021-05-10,2324,3964724,2259,3950888,65.0,13836.0
nation,England,E92000001,2021-05-09,1985,3962400,1915,3948629,70.0,13771.0
nation,England,E92000001,2021-05-08,1300,3960415,1259,3946714,41.0,13701.0
nation,England,E92000001,2021-05-07,1656,3959115,1598,3945455,58.0,13660.0
nation,England,E92000001,2021-05-06,1966,3957459,1883,3943857,83.0,13602.0
nation,England,E92000001,2021-05-05,2203,3955493,2109,3941974,94.0,13519.0
nation,England,E92000001,2021-05-04,2198,3953290,2119,3939865,79.0,13425.0
nation,England,E92000001,2021-05-03,1806,3951092,1752,3937746,54.0,13346.0
nation,England,E92000001,2021-05-02,1305,3949286,1257,3935994,48.0,13292.0
nation,England,E92000001,2021-05-01,1209,3947981,1166,3934737,43.0,13244.0
nation,England,E92000001,2021-04-30,1528,3946772,1456,3933571,72.0,13201.0
nation,England,E92000001,2021-04-29,1901,3945244,1819,3932115,82.0,13129.0
nation,England,E92000001,2021-04-28,2153,3943343,2080,3930296,73.0,13047.0
nation,England,E92000001,2021-04-27,1808,3941190,1749,3928216,59.0,12974.0
nation,England,E92000001,2021-04-26,2268,3939382,2164,3926467,104.0,12915.0
nation,England,E92000001,2021-04-25,1897,3937114,1831,3924303,66.0,12811.0
nation,England,E92000001,2021-04-24,1300,3935217,1256,3922472,44.0,12745.0
nation,England,E92000001,2021-04-23,1701,3933917,1626,3921216,75.0,12701.0
nation,England,E92000001,2021-04-22,2032,3932216,1944,3919590,88.0,12626.0
nation,England,E92000001,2021-04-21,2299,3930184,2216,3917646,83.0,12538.0
nation,England,E92000001,2021-04-20,2112,3927885,2005,3915430,107.0,12455.0
nation,England,E92000001,2021-04-19,2268,3925773,2182,3913425,86.0,12348.0
nation,England,E92000001,2021-04-18,2281,3923505,2214,3911243,67.0,12262.0
nation,England,E92000001,2021-04-17,1398,3921224,1361,3909029,37.0,12195.0
nation,England,E92000001,2021-04-16,1963,3919826,1902,3907668,61.0,12158.0
nation,England,E92000001,2021-04-15,1959,3917863,1885,3905766,74.0,12097.0
nation,England,E92000001,2021-04-14,2068,3915904,2009,3903881,59.0,12023.0
nation,England,E92000001,2021-04-13,2060,3913836,1981,3901872,79.0,11964.0
nation,England,E92000001,2021-04-12,2398,3911776,2316,3899891,82.0,11885.0
nation,England,E92000001,2021-04-11,2020,3909378,1983,3897575,37.0,11803.0
nation,England,E92000001,2021-04-10,2009,3907358,1972,3895592,37.0,11766.0
nation,England,E92000001,2021-04-09,2481,3905349,2419,3893620,62.0,11729.0
nation,England,E92000001,2021-04-08,2651,3902868,2573,3891201,78.0,11667.0
nation,England,E92000001,2021-04-07,2752,3900217,2688,3888628,64.0,11589.0
nation,England,E92000001,2021-04-06,2755,3897465,2680,3885940,75.0,11525.0
nation,England,E92000001,2021-04-05,2314,3894710,2269,3883260,45.0,11450.0
nation,England,E92000001,2021-04-04,2043,3892396,2006,3880991,37.0,11405.0
nation,England,E92000001,2021-04-03,2119,3890353,2093,3878985,26.0,11368.0
nation,England,E92000001,2021-04-02,2248,3888234,2212,3876892,36.0,11342.0
nation,England,E92000001,2021-04-01,3067,3885986,3015,3874680,52.0,11306.0
nation,England,E92000001,2021-03-31,3341,3882919,3285,3871665,56.0,11254.0
nation,England,E92000001,2021-03-30,3135,3879578,3079,3868380,56.0,11198.0
nation,England,E92000001,2021-03-29,3422,3876443,3363,3865301,59.0,11142.0
nation,England,E92000001,2021-03-28,4476,3873021,4415,3861938,61.0,11083.0
nation,England,E92000001,2021-03-27,3136,3868545,3097,3857523,39.0,11022.0
nation,England,E92000001,2021-03-26,3803,3865409,3756,3854426,47.0,10983.0
nation,England,E92000001,2021-03-25,4674,3861606,4609,3850670,65.0,10936.0
nation,England,E92000001,2021-03-24,5321,3856932,5252,3846061,69.0,10871.0
nation,England,E92000001,2021-03-23,4563,3851611,4502,3840809,61.0,10802.0
nation,England,E92000001,2021-03-22,5399,3847048,5340,3836307,59.0,10741.0
nation,England,E92000001,2021-03-21,4677,3841649,4628,3830967,49.0,10682.0
nation,England,E92000001,2021-03-20,3513,3836972,3484,3826339,29.0,10633.0
nation,England,E92000001,2021-03-19,4329,3833459,4274,3822855,55.0,10604.0
nation,England,E92000001,2021-03-18,4680,3829130,4649,3818581,31.0,10549.0
nation,England,E92000001,2021-03-17,5046,3824450,4999,3813932,47.0,10518.0
nation,England,E92000001,2021-03-16,4919,3819404,4875,3808933,44.0,10471.0
nation,England,E92000001,2021-03-15,5638,3814485,5584,3804058,54.0,10427.0
nation,England,E92000001,2021-03-14,3707,3808847,3676,3798474,31.0,10373.0
nation,England,E92000001,2021-03-13,3590,3805140,3562,3794798,28.0,10342.0
nation,England,E92000001,2021-03-12,4766,3801550,4729,3791236,37.0,10314.0
nation,England,E92000001,2021-03-11,4848,3796784,4809,3786507,39.0,10277.0
nation,England,E92000001,2021-03-10,5223,3791936,5165,3781698,58.0,10238.0
nation,England,E92000001,2021-03-09,5488,3786713,5409,3776533,79.0,10180.0
nation,England,E92000001,2021-03-08,5818,3781225,5734,3771124,84.0,10101.0
nation,England,E92000001,2021-03-07,3677,3775407,3648,3765390,29.0,10017.0
nation,England,E92000001,2021-03-06,3832,3771730,3809,3761742,23.0,9988.0
nation,England,E92000001,2021-03-05,4728,3767898,4678,3757933,50.0,9965.0
nation,England,E92000001,2021-03-04,5011,3763170,4956,3753255,55.0,9915.0
nation,England,E92000001,2021-03-03,5305,3758159,5252,3748299,53.0,9860.0
nation,England,E92000001,2021-03-02,5951,3752854,5856,3743047,95.0,9807.0
nation,England,E92000001,2021-03-01,6215,3746903,6088,3737191,127.0,9712.0
nation,England,E92000001,2021-02-28,4112,3740688,4080,3731103,32.0,9585.0
nation,England,E92000001,2021-02-27,4254,3736576,4230,3727023,24.0,9553.0
nation,England,E92000001,2021-02-26,5884,3732322,5832,3722793,52.0,9529.0
nation,England,E92000001,2021-02-25,6935,3726438,6832,3716961,103.0,9477.0
nation,England,E92000001,2021-02-24,7620,3719503,7525,3710129,95.0,9374.0
nation,England,E92000001,2021-02-23,8536,3711883,8424,3702604,112.0,9279.0
nation,England,E92000001,2021-02-22,10278,3703347,10120,3694180,158.0,9167.0
nation,England,E92000001,2021-02-21,7032,3693069,6986,3684060,46.0,9009.0
nation,England,E92000001,2021-02-20,7161,3686037,7113,3677074,48.0,8963.0
nation,England,E92000001,2021-02-19,9246,3678876,9139,3669961,107.0,8915.0
nation,England,E92000001,2021-02-18,10304,3669630,10207,3660822,97.0,8808.0
nation,England,E92000001,2021-02-17,10419,3659326,10316,3650615,103.0,8711.0
nation,England,E92000001,2021-02-16,11270,3648907,11171,3640299,99.0,8608.0
nation,England,E92000001,2021-02-15,12953,3637637,12804,3629128,149.0,8509.0
nation,England,E92000001,2021-02-14,7780,3624684,7743,3616324,37.0,8360.0
nation,England,E92000001,2021-02-13,8025,3616904,7985,3608581,40.0,8323.0
nation,England,E92000001,2021-02-12,10986,3608879,10893,3600596,93.0,8283.0
nation,England,E92000001,2021-02-11,11637,3597893,11567,3589703,70.0,8190.0
nation,England,E92000001,2021-02-10,12272,3586256,12173,3578136,99.0,8120.0
nation,England,E92000001,2021-02-09,12696,3573984,12591,3565963,105.0,8021.0
nation,England,E92000001,2021-02-08,14370,3561288,14268,3553372,102.0,7916.0
nation,England,E92000001,2021-02-07,10457,3546918,10420,3539104,37.0,7814.0
nation,England,E92000001,2021-02-06,10951,3536461,10910,3528684,41.0,7777.0
nation,England,E92000001,2021-02-05,14462,3525510,14374,3517774,88.0,7736.0
nation,England,E92000001,2021-02-04,16717,3511048,16629,3503400,88.0,7648.0
nation,England,E92000001,2021-02-03,17948,3494331,17851,3486771,97.0,7560.0
nation,England,E92000001,2021-02-02,18194,3476383,18100,3468920,94.0,7463.0
nation,England,E92000001,2021-02-01,20765,3458189,20672,3450820,93.0,7369.0
nation,England,E92000001,2021-01-31,14138,3437424,14089,3430148,49.0,7276.0
nation,England,E92000001,2021-01-30,15524,3423286,15463,3416059,61.0,7227.0
nation,England,E92000001,2021-01-29,20362,3407762,20276,3400596,86.0,7166.0
nation,England,E92000001,2021-01-28,22523,3387400,22428,3380320,95.0,7080.0
